"TimeCreated","Id","ProviderName","Message"
"2/11/2025 16:58:13","4625","Microsoft-Windows-Security-Auditing","Error de una cuenta al iniciar sesión.    Sujeto:  	Id. de seguridad:		S-1-5-18  	Nombre de cuenta:		DESKTOP-0QES960$  	Dominio de cuenta:		WORKGROUP  	Id. de inicio de sesión:		0x3E7    Tipo de inicio de sesión:			2    Cuenta con error de inicio de sesión:   	Id. de seguridad:		S-1-0-0  	Nombre de cuenta:		rc  	Dominio de cuenta:		DESKTOP-0QES960    Información de error:  	Motivo del error:		Nombre de usuario desconocido o contraseña incorrecta  	Estado:			0xC000006D  	Subestado:		0xC000006A    Información de proceso:  	Id. de proceso del autor de la llamada:	0x8a0  	Nombre de proceso del autor de la llamada:	C:\Windows\System32\svchost.exe    Información de red:  	Nombre de estación de trabajo:	DESKTOP-0QES960  	Dirección de red de origen:	127.0.0.1  	Puerto de origen:		0    Información de autenticación detallada:  	Proceso de inicio de sesión:		User32   	Paquete de autenticación:	Negotiate  	Servicios transitados:	-  	Nombre de paquete (solo NTLM):	-  	Longitud de clave:	0    Este evento se genera cuando se produce un error en una solicitud de inicio de sesión. Lo genera el equipo al que se intentó tener acceso.    Los campos de sujeto indican la cuenta del sistema local que solicitó el inicio de sesión. Suele ser un servicio como el servicio de servidor o un proceso local como Winlogon.exe o Services.exe.    El campo Tipo de inicio de sesión indica la clase de inicio de sesión que se solicitó. Los tipos más comunes son 2 (interactivo) y 3 (red).    Los campos Información de proceso indican la cuenta y el proceso en el sistema que solicitó el inicio de sesión.    Los campos Información de red indican dónde se originó una solicitud de inicio de sesión remota. Nombre de estación de trabajo no está siempre disponible y se puede dejar en blanco en algunos casos.    Los campos de información de autenticación proporcionan información detallada sobre esta solicitud de inicio de sesión específica.  	- Servicios transitados indica los servicios intermedios que participaron en esta solicitud de inicio de sesión.  	- Nombre de paquete indica el subprotocolo que se usó entre los protocolos NTLM.  	- Longitud de clave indica la longitud de la clave de sesión generada. Será 0 si no se solicitó una clave de sesión."
"30/10/2025 16:55:39","4625","Microsoft-Windows-Security-Auditing","Error de una cuenta al iniciar sesión.    Sujeto:  	Id. de seguridad:		S-1-5-18  	Nombre de cuenta:		DESKTOP-0QES960$  	Dominio de cuenta:		WORKGROUP  	Id. de inicio de sesión:		0x3E7    Tipo de inicio de sesión:			2    Cuenta con error de inicio de sesión:   	Id. de seguridad:		S-1-0-0  	Nombre de cuenta:		rc  	Dominio de cuenta:		DESKTOP-0QES960    Información de error:  	Motivo del error:		Nombre de usuario desconocido o contraseña incorrecta  	Estado:			0xC000006D  	Subestado:		0xC000006A    Información de proceso:  	Id. de proceso del autor de la llamada:	0x8d0  	Nombre de proceso del autor de la llamada:	C:\Windows\System32\svchost.exe    Información de red:  	Nombre de estación de trabajo:	DESKTOP-0QES960  	Dirección de red de origen:	127.0.0.1  	Puerto de origen:		0    Información de autenticación detallada:  	Proceso de inicio de sesión:		User32   	Paquete de autenticación:	Negotiate  	Servicios transitados:	-  	Nombre de paquete (solo NTLM):	-  	Longitud de clave:	0    Este evento se genera cuando se produce un error en una solicitud de inicio de sesión. Lo genera el equipo al que se intentó tener acceso.    Los campos de sujeto indican la cuenta del sistema local que solicitó el inicio de sesión. Suele ser un servicio como el servicio de servidor o un proceso local como Winlogon.exe o Services.exe.    El campo Tipo de inicio de sesión indica la clase de inicio de sesión que se solicitó. Los tipos más comunes son 2 (interactivo) y 3 (red).    Los campos Información de proceso indican la cuenta y el proceso en el sistema que solicitó el inicio de sesión.    Los campos Información de red indican dónde se originó una solicitud de inicio de sesión remota. Nombre de estación de trabajo no está siempre disponible y se puede dejar en blanco en algunos casos.    Los campos de información de autenticación proporcionan información detallada sobre esta solicitud de inicio de sesión específica.  	- Servicios transitados indica los servicios intermedios que participaron en esta solicitud de inicio de sesión.  	- Nombre de paquete indica el subprotocolo que se usó entre los protocolos NTLM.  	- Longitud de clave indica la longitud de la clave de sesión generada. Será 0 si no se solicitó una clave de sesión."
"3/11/2025 18:57:11","7045","Service Control Manager","Se instaló un servicio en el sistema.    Nombre del servicio:  amdkmdag  Nombre del archivo del servicio:  \SystemRoot\System32\DriverStore\FileRepository\u0339731.inf_amd64_904765cd2b7197d3\B339442\atikmdag.sys  Tipo de servicio:  controlador de modo kernel  Tipo de inicio de servicio:  inicio por solicitud  Cuenta de servicio:  "
"3/11/2025 18:57:11","7045","Service Control Manager","Se instaló un servicio en el sistema.    Nombre del servicio:  amdkmdap  Nombre del archivo del servicio:  \SystemRoot\System32\DriverStore\FileRepository\u0339731.inf_amd64_904765cd2b7197d3\B339442\atikmpag.sys  Tipo de servicio:  controlador de modo kernel  Tipo de inicio de servicio:  inicio por solicitud  Cuenta de servicio:  "
"3/11/2025 19:14:35","4672","Microsoft-Windows-Security-Auditing","Se asignaron privilegios especiales a un nuevo inicio de sesión.    Sujeto:  	Id. de seguridad:		S-1-5-18  	Nombre de cuenta:		SYSTEM  	Dominio de cuenta:		NT AUTHORITY  	Id. de inicio de sesión:		0x3E7    Privilegios:		SeAssignPrimaryTokenPrivilege  			SeTcbPrivilege  			SeSecurityPrivilege  			SeTakeOwnershipPrivilege  			SeLoadDriverPrivilege  			SeBackupPrivilege  			SeRestorePrivilege  			SeDebugPrivilege  			SeAuditPrivilege  			SeSystemEnvironmentPrivilege  			SeImpersonatePrivilege  			SeDelegateSessionUserImpersonatePrivilege"
"3/11/2025 19:14:30","4672","Microsoft-Windows-Security-Auditing","Se asignaron privilegios especiales a un nuevo inicio de sesión.    Sujeto:  	Id. de seguridad:		S-1-5-18  	Nombre de cuenta:		SYSTEM  	Dominio de cuenta:		NT AUTHORITY  	Id. de inicio de sesión:		0x3E7    Privilegios:		SeAssignPrimaryTokenPrivilege  			SeTcbPrivilege  			SeSecurityPrivilege  			SeTakeOwnershipPrivilege  			SeLoadDriverPrivilege  			SeBackupPrivilege  			SeRestorePrivilege  			SeDebugPrivilege  			SeAuditPrivilege  			SeSystemEnvironmentPrivilege  			SeImpersonatePrivilege  			SeDelegateSessionUserImpersonatePrivilege"
"3/11/2025 19:14:19","4672","Microsoft-Windows-Security-Auditing","Se asignaron privilegios especiales a un nuevo inicio de sesión.    Sujeto:  	Id. de seguridad:		S-1-5-18  	Nombre de cuenta:		SYSTEM  	Dominio de cuenta:		NT AUTHORITY  	Id. de inicio de sesión:		0x3E7    Privilegios:		SeAssignPrimaryTokenPrivilege  			SeTcbPrivilege  			SeSecurityPrivilege  			SeTakeOwnershipPrivilege  			SeLoadDriverPrivilege  			SeBackupPrivilege  			SeRestorePrivilege  			SeDebugPrivilege  			SeAuditPrivilege  			SeSystemEnvironmentPrivilege  			SeImpersonatePrivilege  			SeDelegateSessionUserImpersonatePrivilege"
"3/11/2025 19:14:19","4672","Microsoft-Windows-Security-Auditing","Se asignaron privilegios especiales a un nuevo inicio de sesión.    Sujeto:  	Id. de seguridad:		S-1-5-18  	Nombre de cuenta:		SYSTEM  	Dominio de cuenta:		NT AUTHORITY  	Id. de inicio de sesión:		0x3E7    Privilegios:		SeAssignPrimaryTokenPrivilege  			SeTcbPrivilege  			SeSecurityPrivilege  			SeTakeOwnershipPrivilege  			SeLoadDriverPrivilege  			SeBackupPrivilege  			SeRestorePrivilege  			SeDebugPrivilege  			SeAuditPrivilege  			SeSystemEnvironmentPrivilege  			SeImpersonatePrivilege  			SeDelegateSessionUserImpersonatePrivilege"
"3/11/2025 19:14:16","4672","Microsoft-Windows-Security-Auditing","Se asignaron privilegios especiales a un nuevo inicio de sesión.    Sujeto:  	Id. de seguridad:		S-1-5-18  	Nombre de cuenta:		SYSTEM  	Dominio de cuenta:		NT AUTHORITY  	Id. de inicio de sesión:		0x3E7    Privilegios:		SeAssignPrimaryTokenPrivilege  			SeTcbPrivilege  			SeSecurityPrivilege  			SeTakeOwnershipPrivilege  			SeLoadDriverPrivilege  			SeBackupPrivilege  			SeRestorePrivilege  			SeDebugPrivilege  			SeAuditPrivilege  			SeSystemEnvironmentPrivilege  			SeImpersonatePrivilege  			SeDelegateSessionUserImpersonatePrivilege"
"3/11/2025 19:11:32","4672","Microsoft-Windows-Security-Auditing","Se asignaron privilegios especiales a un nuevo inicio de sesión.    Sujeto:  	Id. de seguridad:		S-1-5-18  	Nombre de cuenta:		SYSTEM  	Dominio de cuenta:		NT AUTHORITY  	Id. de inicio de sesión:		0x3E7    Privilegios:		SeAssignPrimaryTokenPrivilege  			SeTcbPrivilege  			SeSecurityPrivilege  			SeTakeOwnershipPrivilege  			SeLoadDriverPrivilege  			SeBackupPrivilege  			SeRestorePrivilege  			SeDebugPrivilege  			SeAuditPrivilege  			SeSystemEnvironmentPrivilege  			SeImpersonatePrivilege  			SeDelegateSessionUserImpersonatePrivilege"
